Payment_ID,Invoice_ID,Payment_Date,Amount_Paid,Payment_Method
PAY02171,INV02533,2024-08-09,24912,Cheque
PAY02172,INV02535,2024-05-23,21299,UPI
PAY02173,INV02536,2025-06-26,34695,Card
PAY02174,INV02537,2024-09-16,7077,Card
PAY02175,INV02538,2025-11-17,47472,Cheque
PAY02176,INV02539,2025-06-16,29405,Card
PAY02177,INV02541,2026-01-04,24671,Cheque
PAY02178,INV02543,2024-07-03,4623,Cheque
PAY02179,INV02544,2025-11-06,41585,Bank Transfer
PAY02180,INV02545,2024-02-04,34551,Card
PAY02181,INV02546,2024-09-21,36724,Cheque
PAY02182,INV02547,2025-07-03,34492,Card
PAY02183,INV02548,2024-08-14,31962,UPI
PAY02184,INV02549,2025-11-07,32208,Bank Transfer
PAY02185,INV02550,2024-08-30,6413,Card
PAY02186,INV02551,2026-01-23,16300,Bank Transfer
PAY02187,INV02552,2024-09-09,20139,Bank Transfer
PAY02188,INV02553,2026-01-28,13497,Cheque
PAY02189,INV02554,2025-09-26,33805,UPI
PAY02190,INV02555,2024-07-18,32385,Card
PAY02191,INV02556,2024-07-24,48525,Bank Transfer
PAY02192,INV02557,2024-12-01,36750,Cheque
PAY02193,INV02558,2025-12-28,36001,Cheque
PAY02194,INV02559,2025-09-17,17983,Card
PAY02195,INV02561,2024-10-06,37923,Card
PAY02196,INV02562,2024-06-15,29783,Card
PAY02197,INV02563,2024-09-13,11924,Bank Transfer
PAY02198,INV02564,2024-12-06,39552,Card
PAY02199,INV02565,2024-05-25,32634,Cheque
PAY02200,INV02566,2025-09-19,16427,Bank Transfer
PAY02201,INV02568,2024-04-22,12849,UPI
PAY02202,INV02570,2025-07-21,33494,Card
PAY02203,INV02571,2026-01-25,45937,UPI
PAY02204,INV02572,2025-08-08,12601,Card
PAY02205,INV02573,2024-04-01,13737,Cheque
PAY02206,INV02575,2025-09-26,7674,Cheque
PAY02207,INV02577,2024-04-25,10278,UPI
PAY02208,INV02578,2024-02-21,20343,Cheque
PAY02209,INV02579,2025-10-28,821,Bank Transfer
PAY02210,INV02580,2026-02-04,33259,Cheque
PAY02211,INV02581,2024-04-21,10391,Cheque
PAY02212,INV02582,2024-08-05,25338,Cheque
PAY02213,INV02583,2024-06-28,49391,Bank Transfer
PAY02214,INV02584,2025-04-06,2921,Bank Transfer
PAY02215,INV02585,2024-08-15,22974,Card
PAY02216,INV02586,2024-10-04,41327,Bank Transfer
PAY02217,INV02587,2025-08-31,28775,Bank Transfer
PAY02218,INV02589,2025-01-16,7291,Cheque
PAY02219,INV02591,2025-04-25,34894,Bank Transfer
PAY02220,INV02592,2025-12-24,9323,Card
PAY02221,INV02593,2024-04-05,13191,UPI
PAY02222,INV02594,2025-02-03,49135,Cheque
PAY02223,INV02595,2026-02-20,39572,Card
PAY02224,INV02596,2024-02-14,5752,Cheque
PAY02225,INV02597,2025-03-22,21906,UPI
PAY02226,INV02598,2024-05-27,2272,Cheque
PAY02227,INV02599,2024-07-11,4026,Cheque
PAY02228,INV02600,2024-10-28,32930,Bank Transfer
PAY02229,INV02602,2025-03-26,9018,Bank Transfer
PAY02230,INV02604,2026-01-16,996,UPI
PAY02231,INV02605,2024-10-15,8671,Card
PAY02232,INV02606,2025-08-13,42432,UPI
PAY02233,INV02607,2024-04-23,29520,UPI
PAY02234,INV02608,2025-03-27,16628,Cheque
PAY02235,INV02609,2024-10-11,28954,Bank Transfer
PAY02236,INV02610,2024-06-26,8537,Card
PAY02237,INV02611,2024-09-07,29947,Card
PAY02238,INV02612,2025-06-05,3293,Bank Transfer
PAY02239,INV02613,2026-01-18,29844,Bank Transfer
PAY02240,INV02614,2024-05-20,46657,Cheque
PAY02241,INV02615,2024-03-12,30185,Card
PAY02242,INV02616,2024-10-04,4508,UPI
PAY02243,INV02617,2025-08-16,32745,Cheque
PAY02244,INV02618,2026-01-27,2124,Cheque
PAY02245,INV02619,2025-09-18,44826,Card
PAY02246,INV02620,2024-11-15,2445,Bank Transfer
PAY02247,INV02621,2024-09-25,13631,Card
PAY02248,INV02622,2024-10-21,26296,Bank Transfer
PAY02249,INV02623,2025-09-09,34881,Card
PAY02250,INV02624,2024-03-10,17932,Bank Transfer
PAY02251,INV02625,2025-02-01,39121,Bank Transfer
PAY02252,INV02626,2025-06-03,32327,UPI
PAY02253,INV02627,2024-03-31,43432,Bank Transfer
PAY02254,INV02628,2025-10-10,46867,Bank Transfer
PAY02255,INV02629,2024-11-17,46881,Bank Transfer
PAY02256,INV02630,2025-12-18,33388,UPI
PAY02257,INV02632,2025-07-25,15159,Card
PAY02258,INV02634,2025-11-29,49645,Card
PAY02259,INV02635,2024-04-24,14674,Card
PAY02260,INV02636,2025-09-12,16768,UPI
PAY02261,INV02637,2024-08-17,48797,UPI
PAY02262,INV02638,2025-08-15,40512,Bank Transfer
PAY02263,INV02640,2025-11-20,2224,Card
PAY02264,INV02641,2025-07-20,7426,Cheque
PAY02265,INV02642,2026-02-17,2297,UPI
PAY02266,INV02643,2025-09-04,15914,Card
PAY02267,INV02644,2024-07-13,5240,UPI
PAY02268,INV02648,2025-03-09,34129,Card
PAY02269,INV02649,2025-07-01,18193,Bank Transfer
PAY02270,INV02650,2025-08-16,27945,Bank Transfer
PAY02271,INV02651,2024-08-01,25420,
PAY02272,INV02652,2026-01-19,3643,UPI
PAY02273,INV02653,2024-09-13,44436,Cheque
PAY02274,INV02654,2025-05-11,26046,Bank Transfer
PAY02275,INV02655,2024-04-16,23741,UPI
PAY02276,INV02656,2024-06-21,28255,Bank Transfer
PAY02277,INV02657,2025-09-30,16760,Cheque
PAY02278,INV02659,2025-10-22,44410,UPI
PAY02279,INV02660,2024-04-29,28132,Card
PAY02280,INV02661,2025-08-31,47709,Card
PAY02281,INV02662,2024-10-28,34034,Card
PAY02282,INV02663,2024-08-08,22652,Cheque
PAY02283,INV02665,2025-01-03,36329,Cheque
PAY02284,INV02666,2025-08-09,35411,Bank Transfer
PAY02285,INV02667,2025-04-10,17443,Card
PAY02286,INV02668,2025-08-26,28347,Bank Transfer
PAY02287,INV02669,2024-04-10,7902,UPI
PAY02288,INV02670,2025-12-15,9225,Card
PAY02289,INV02671,2024-09-05,31636,UPI
PAY02290,INV02672,2024-10-23,17179,Bank Transfer
PAY02291,INV02673,2025-02-16,999,UPI
PAY02292,INV02674,2024-07-19,8663,UPI
PAY02293,INV02675,2024-02-13,46179,Card
PAY02294,INV02676,2024-04-03,49018,Cheque
PAY02295,INV02677,2024-12-19,35774,Bank Transfer
PAY02296,INV02679,2025-08-25,6850,UPI
PAY02297,INV02681,2024-08-18,41564,Card
PAY02298,INV02683,2026-03-16,26440,Card
PAY02299,INV02684,2025-07-02,37673,UPI
PAY02300,INV02686,2024-06-10,40719,Cheque
PAY02301,INV02687,2026-01-22,24179,Bank Transfer
PAY02302,INV02688,2024-06-18,31595,Bank Transfer
PAY02303,INV02690,2025-03-16,28106,Cheque
PAY02304,INV02691,2025-09-12,17533,Bank Transfer
PAY02305,INV02692,2025-07-02,3721,UPI
PAY02306,INV02693,2024-06-16,15870,UPI
PAY02307,INV02695,2025-10-13,29002,Bank Transfer
PAY02308,INV02696,2025-05-05,11105,UPI
PAY02309,INV02697,2025-02-02,29538,Card
PAY02310,INV02698,2025-01-07,14965,Bank Transfer
PAY02311,INV02699,2024-06-17,24717,Card
PAY02312,INV02701,2026-02-21,4051,UPI
PAY02313,INV02702,2025-11-21,4735,Card
PAY02314,INV02703,2024-07-31,11962,Card
PAY02315,INV02704,2025-07-23,43533,Cheque
PAY02316,INV02705,2025-01-19,4912,Bank Transfer
PAY02317,INV02706,2025-01-09,7048,UPI
PAY02318,INV02707,2025-09-10,7878,Bank Transfer
PAY02319,INV02708,2025-07-25,20213,Cheque
PAY02320,INV02709,2024-04-23,38369,Card
PAY02321,INV02710,2024-03-24,29736,Card
PAY02322,INV02712,2024-08-26,2579,UPI
PAY02323,INV02713,2025-07-13,15440,Card
PAY02324,INV02714,2025-08-18,30725,Cheque
PAY02325,INV02715,2024-11-29,11957,Cheque
PAY02326,INV02717,2024-11-07,2560,UPI
PAY02327,INV02718,2025-12-15,19191,Cheque
PAY02328,INV02719,2024-08-11,7800,Cheque
PAY02329,INV02721,2025-07-17,41184,Card
PAY02330,INV02722,2025-04-03,16418,Cheque
PAY02331,INV02724,2025-08-03,45397,Card
PAY02332,INV02725,2024-03-12,36079,Card
PAY02333,INV02726,2024-10-29,17207,Cheque
PAY02334,INV02727,2025-04-29,15543,Cheque
PAY02335,INV02730,2026-02-14,49016,Card
PAY02336,INV02731,2025-06-28,19282,Card
PAY02337,INV02732,2024-08-31,17152,UPI
PAY02338,INV02734,2025-09-02,45617,Cheque
PAY02339,INV02735,2026-03-30,7522,UPI
PAY02340,INV02736,2026-01-13,8582,UPI
PAY02341,INV02738,2025-09-19,38925,Bank Transfer
PAY02342,INV02739,2025-01-12,38430,Bank Transfer
PAY02343,INV02740,2025-06-13,9513,Bank Transfer
PAY02344,INV02741,2024-06-19,39704,UPI
PAY02345,INV02743,2024-10-28,29960,Cheque
PAY02346,INV02744,2024-05-26,5487,Bank Transfer
PAY02347,INV02745,2024-09-04,8707,Bank Transfer
PAY02348,INV02746,2025-10-15,14399,Bank Transfer
PAY02349,INV02747,2024-05-09,12631,Bank Transfer
PAY02350,INV02748,2026-02-26,25792,Bank Transfer
PAY02351,INV02749,2024-04-30,41878,Card
PAY02352,INV02750,2025-02-27,1234,Cheque
PAY02353,INV02751,2025-02-21,19424,UPI
PAY02354,INV02752,2025-01-21,16488,Bank Transfer
PAY02355,INV02754,2025-09-29,9560,Card
PAY02356,INV02757,2025-05-25,12452,UPI
PAY02357,INV02759,2024-04-27,3519,Card
PAY02358,INV02760,2024-11-22,5338,Card
PAY02359,INV02761,2025-03-25,6171,Cheque
PAY02360,INV02762,2024-02-21,35997,UPI
PAY02361,INV02763,2025-10-20,3249,UPI
PAY02362,INV02764,2025-08-20,28673,UPI
PAY02363,INV02765,2024-07-24,35515,Card
PAY02364,INV02767,2024-11-23,28906,Bank Transfer
PAY02365,INV02768,2025-09-27,43780,Bank Transfer
PAY02366,INV02769,2024-03-20,39255,Card
PAY02367,INV02771,2026-02-08,16015,Cheque
PAY02368,INV02774,2025-02-03,12853,UPI
PAY02369,INV02775,2024-07-03,30711,UPI
PAY02370,INV02776,2024-07-09,32393,Bank Transfer
PAY02371,INV02777,2024-06-26,19950,Bank Transfer
PAY02372,INV02778,2025-09-18,42769,Bank Transfer
PAY02373,INV02779,2026-03-06,15101,Cheque
PAY02374,INV02780,2025-10-08,22406,Card
PAY02375,INV02781,2026-02-05,47751,Cheque
PAY02376,INV02782,2025-09-14,45131,Bank Transfer
PAY02377,INV02783,2025-06-20,8784,Cheque
PAY02378,INV02784,2025-02-05,503,Bank Transfer
PAY02379,INV02785,2025-11-29,12492,UPI
PAY02380,INV02786,2024-03-28,11751,UPI
PAY02381,INV02787,2025-06-10,33471,UPI
PAY02382,INV02788,2024-11-25,4328,Cheque
PAY02383,INV02789,2026-01-05,47494,Cheque
PAY02384,INV02790,2024-05-02,27996,Bank Transfer
PAY02385,INV02791,2024-03-21,16116,Bank Transfer
PAY02386,INV02792,2025-10-04,567,Bank Transfer
PAY02387,INV02793,2025-11-18,21142,Bank Transfer
PAY02388,INV02794,2025-02-21,29374,Cheque
PAY02389,INV02795,2024-03-22,30802,UPI
PAY02390,INV02796,2024-03-10,32210,Bank Transfer
PAY02391,INV02797,2025-08-14,20964,UPI
PAY02392,INV02798,2025-11-28,37690,Cheque
PAY02393,INV02799,2025-04-09,9118,Card
PAY02394,INV02800,2024-07-01,48518,Cheque
PAY02395,INV02801,2024-08-24,35785,Bank Transfer
PAY02396,INV02802,2025-01-20,10574,Card
PAY02397,INV02803,2025-12-30,5003,Cheque
PAY02398,INV02804,2025-02-12,17279,UPI
PAY02399,INV02805,2024-07-16,35230,Card
PAY02400,INV02806,2025-04-23,13198,UPI
PAY02401,INV02807,2025-01-15,33489,Cheque
PAY02402,INV02808,2024-09-23,20025,Bank Transfer
PAY02403,INV02810,2025-01-01,3784,UPI
PAY02404,INV02811,2024-05-22,26522,Cheque
PAY02405,INV02812,2024-03-26,2729,UPI
PAY02406,INV02813,2024-03-10,41718,Bank Transfer
PAY02407,INV02814,2024-10-08,3443,Card
PAY02408,INV02815,2025-11-19,1751,Card
PAY02409,INV02816,2025-02-22,45506,Bank Transfer
PAY02410,INV02817,2025-11-08,15822,Bank Transfer
PAY02411,INV02818,2024-07-21,5919,Card
PAY02412,INV02821,2024-03-15,21439,Cheque
PAY02413,INV02822,2025-03-02,45482,Card
PAY02414,INV02823,2025-10-21,2596,Card
PAY02415,INV02825,2025-12-02,2715,UPI
PAY02416,INV02827,2024-04-12,26234,Cheque
PAY02417,INV02828,2025-02-07,1299,Bank Transfer
PAY02418,INV02829,2024-12-02,7245,Bank Transfer
PAY02419,INV02830,2025-12-16,19126,UPI
PAY02420,INV02831,2025-11-08,7535,Cheque
PAY02421,INV02833,2025-03-15,37664,UPI
PAY02422,INV02834,2024-04-23,4387,Bank Transfer
PAY02423,INV02835,2024-03-20,37933,Bank Transfer
PAY02424,INV02836,2025-08-23,47497,Bank Transfer
PAY02425,INV02837,2026-02-05,31890,Cheque
PAY02426,INV02838,2024-10-23,13203,UPI
PAY02427,INV02839,2026-02-04,15247,Card
PAY02428,INV02840,2025-02-13,22400,Cheque
PAY02429,INV02841,2025-01-25,5276,UPI
PAY02430,INV02842,2024-07-06,12535,UPI
PAY02431,INV02843,2025-10-04,41639,Cheque
PAY02432,INV02845,2024-04-21,2593,Card
PAY02433,INV02846,2026-01-13,23841,Card
PAY02434,INV02847,2024-10-03,1413,Bank Transfer
PAY02435,INV02849,2024-03-01,44955,UPI
PAY02436,INV02850,2025-10-29,36088,Cheque
PAY02437,INV02851,2024-09-14,48796,UPI
PAY02438,INV02852,2025-04-01,6944,Cheque
PAY02439,INV02853,2024-03-26,9771,Cheque
PAY02440,INV02855,2025-10-04,210,Cheque
PAY02441,INV02856,2026-03-23,901,Cheque
PAY02442,INV02857,2025-12-22,48050,UPI
PAY02443,INV02858,2025-08-01,34726,Bank Transfer
PAY02444,INV02859,2025-03-12,6690,Card
PAY02445,INV02860,2025-08-01,22278,UPI
PAY02446,INV02861,2025-07-27,31331,Bank Transfer
PAY02447,INV02862,2025-10-07,3413,Cheque
PAY02448,INV02864,2025-09-14,24439,Card
PAY02449,INV02865,2024-09-07,18595,Bank Transfer
PAY02450,INV02866,2024-07-02,9550,Cheque
PAY02451,INV02867,2024-03-24,36623,Cheque
PAY02452,INV02868,2024-09-06,14733,UPI
PAY02453,INV02869,2025-06-15,43415,Bank Transfer
PAY02454,INV02870,2025-04-13,38332,Bank Transfer
PAY02455,INV02871,2024-07-11,41610,Bank Transfer
PAY02456,INV02872,2024-08-24,13384,Cheque
PAY02457,INV02874,2026-01-04,16471,Bank Transfer
PAY02458,INV02875,2024-07-10,6630,Card
PAY02459,INV02876,2025-02-22,689,UPI
PAY02460,INV02877,2025-10-03,29333,Card
PAY02461,INV02878,2025-09-08,40549,Bank Transfer
PAY02462,INV02879,2024-05-01,3930,Bank Transfer
PAY02463,INV02880,2024-12-06,40353,Cheque
PAY02464,INV02882,2025-08-27,4883,Cheque
PAY02465,INV02883,2025-08-14,7618,Bank Transfer
PAY02466,INV02884,2025-05-10,13574,Card
PAY02467,INV02885,2024-03-16,15826,Bank Transfer
PAY02468,INV02886,2025-07-22,24227,UPI
PAY02469,INV02887,2024-11-08,43493,Card
PAY02470,INV02889,2024-10-31,27817,Card
PAY02471,INV02891,2024-06-20,8198,UPI
PAY02472,INV02892,2025-05-31,7066,UPI
PAY02473,INV02893,2026-01-01,7146,Bank Transfer
PAY02474,INV02894,2025-08-21,45539,Card
PAY02475,INV02895,2025-12-10,47971,Bank Transfer
PAY02476,INV02896,2025-11-15,45241,Cheque
PAY02477,INV02897,2025-01-09,9280,Card
PAY02478,INV02898,2024-09-07,44193,Cheque
PAY02479,INV02899,2024-11-16,4414,Cheque
PAY02480,INV02901,2025-07-07,2334,UPI
PAY02481,INV02902,2025-07-04,16648,Card
PAY02482,INV02903,2025-05-21,38958,UPI
PAY02483,INV02904,2024-09-22,16223,Card
PAY02484,INV02905,2024-11-30,16971,Card
PAY02485,INV02906,2024-04-11,5327,UPI
PAY02486,INV02907,2025-01-23,35593,UPI
PAY02487,INV02908,2025-11-10,33795,Cheque
PAY02488,INV02909,2025-05-01,9845,Card
PAY02489,INV02910,2024-12-15,12409,Bank Transfer
PAY02490,INV02911,2024-12-03,16202,Bank Transfer
PAY02491,INV02912,2024-09-09,4022,UPI
PAY02492,INV02913,2025-09-14,13306,Card
PAY02493,INV02915,2024-05-04,37630,Card
PAY02494,INV02916,2024-07-21,1684,Bank Transfer
PAY02495,INV02917,2025-07-29,11445,Bank Transfer
PAY02496,INV02918,2025-08-30,4156,Cheque
PAY02497,INV02919,2025-03-13,18808,Card
PAY02498,INV02920,2025-08-08,17523,Card
PAY02499,INV02921,2024-05-30,13213,Bank Transfer
PAY02500,INV02923,2024-06-18,29644,Card
PAY02501,INV02924,2026-01-22,27155,Bank Transfer
PAY02502,INV02927,2025-06-11,4621,UPI
PAY02503,INV02928,2025-08-18,3490,Card
PAY02504,INV02929,2025-12-28,48307,Cheque
PAY02505,INV02930,2025-06-14,13270,UPI
PAY02506,INV02932,2025-05-08,41626,Cheque
PAY02507,INV02933,2024-03-25,8470,UPI
PAY02508,INV02935,2024-05-02,42762,Card
PAY02509,INV02936,2024-11-12,8876,UPI
PAY02510,INV02937,2026-01-09,5629,Card
PAY02511,INV02939,2025-10-24,593,Cheque
PAY02512,INV02940,2025-02-03,8967,Bank Transfer
PAY02513,INV02941,2025-01-06,31271,Card
PAY02514,INV02942,2025-06-24,25999,Cheque
PAY02515,INV02943,2024-09-17,3028,Bank Transfer
PAY02516,INV02944,2025-03-26,23714,Cheque
PAY02517,INV02945,2025-09-29,37214,Bank Transfer
PAY02518,INV02946,2025-08-27,41805,UPI
PAY02519,INV02947,2024-11-13,31857,UPI
PAY02520,INV02948,2024-06-16,13076,Cheque
PAY02521,INV02949,2026-04-02,1606,UPI
PAY02522,INV02950,2024-08-06,30323,Cheque
PAY02523,INV02952,2025-03-02,4246,UPI
PAY02524,INV02953,2025-04-20,1661,Card
PAY02525,INV02954,2024-09-20,42951,UPI
PAY02526,INV02955,2026-01-10,18573,Bank Transfer
PAY02527,INV02957,2024-11-27,43308,Bank Transfer
PAY02528,INV02959,2025-04-28,4257,Card
PAY02529,INV02960,2025-10-25,31533,Bank Transfer
PAY02530,INV02961,2024-11-20,3451,Bank Transfer
PAY02531,INV02962,2024-08-26,43733,Card
PAY02532,INV02963,2024-11-23,5578,UPI
PAY02533,INV02964,2025-05-20,1608,Bank Transfer
PAY02534,INV02965,2025-04-12,14362,Card
PAY02535,INV02967,2024-06-09,17121,Bank Transfer
PAY02536,INV02968,2026-01-04,33014,Bank Transfer
PAY02537,INV02969,2025-01-04,13724,Card
PAY02538,INV02970,2025-12-02,30827,Card
PAY02539,INV02971,2024-04-06,34789,Cheque
PAY02540,INV02972,2025-07-19,15660,Cheque
PAY02541,INV02973,2025-05-19,26019,Card
PAY02542,INV02974,2025-03-08,23778,Card
PAY02543,INV02975,2024-12-07,10046,UPI
PAY02544,INV02976,2024-07-16,6509,UPI
PAY02545,INV02977,2024-08-27,34086,UPI
PAY02546,INV02978,2024-09-12,9985,Bank Transfer
PAY02547,INV02980,2024-12-28,42448,Card
PAY02548,INV02981,2026-02-12,578,Card
PAY02549,INV02982,2024-12-31,36201,Card
PAY02550,INV02983,2025-01-13,29848,Bank Transfer
PAY02551,INV02984,2024-08-21,23277,UPI
PAY02552,INV02985,2025-01-05,2010,UPI
PAY02553,INV02986,2024-10-01,13553,UPI
PAY02554,INV02987,2025-05-13,7184,UPI
PAY02555,INV02988,2025-10-12,25413,Bank Transfer
PAY02556,INV02989,2025-03-21,31036,UPI
PAY02557,INV02990,2024-05-28,35169,Cheque
PAY02558,INV02993,2025-09-18,40589,Card
PAY02559,INV02994,2025-04-18,15092,Cheque
PAY02560,INV02996,2025-11-05,26420,Cheque
PAY02561,INV02997,2025-10-31,21273,Card
PAY02562,INV03000,2025-09-13,10075,UPI
PAY02563,INV03001,2025-03-29,40178,UPI
PAY02564,INV03002,2024-10-28,6550,Card
PAY02565,INV03003,2024-05-27,11859,Bank Transfer
PAY02566,INV03004,2025-01-12,34485,Card
PAY02567,INV03005,2025-01-12,38878,Bank Transfer
PAY02568,INV03006,2024-02-17,20276,UPI
PAY02569,INV03007,2024-04-21,47917,Bank Transfer
PAY02570,INV03009,2024-06-27,13871,UPI
PAY02571,INV03010,2025-03-28,35153,Cheque
PAY02572,INV03011,2025-10-13,41656,Bank Transfer
PAY02573,INV03012,2025-03-30,38095,UPI
PAY02574,INV03013,2025-04-13,20052,UPI
PAY02575,INV03014,2025-03-17,6047,UPI
PAY02576,INV03015,2024-09-17,12530,Cheque
PAY02577,INV03016,2026-01-26,9395,Cheque
PAY02578,INV03017,2025-05-21,12500,Bank Transfer
PAY02579,INV03018,2024-12-21,43969,Card
PAY02580,INV03019,2026-03-09,43624,Bank Transfer
PAY02581,INV03020,2025-09-21,21064,UPI
PAY02582,INV03022,2024-06-13,24726,Bank Transfer
PAY02583,INV03023,2024-10-26,2960,Bank Transfer
PAY02584,INV03024,2024-11-19,9761,UPI
PAY02585,INV03025,2025-03-22,12373,Cheque
PAY02586,INV03026,2024-08-17,23325,Bank Transfer
PAY02587,INV03027,2024-02-02,22139,
PAY02588,INV03028,2024-02-06,1939,Card
PAY02589,INV03029,2025-05-18,48607,Card
PAY02590,INV03030,2025-06-03,1201,Cheque
PAY02591,INV03031,2025-07-18,40474,Cheque
PAY02592,INV03032,2024-03-22,18718,Bank Transfer
PAY02593,INV03033,2024-07-22,48650,Card
PAY02594,INV03034,2024-09-15,14707,Bank Transfer
PAY02595,INV03035,2025-09-07,30545,Bank Transfer
PAY02596,INV03036,2025-06-12,7797,UPI
PAY02597,INV03039,2024-06-09,42586,UPI
PAY02598,INV03040,2024-11-25,7438,Cheque
PAY02599,INV03041,2024-11-10,25817,Cheque
PAY02600,INV03042,2025-04-15,44909,UPI
PAY02601,INV03043,2024-03-18,10694,UPI
PAY02602,INV03044,2025-05-05,18964,Cheque
PAY02603,INV03045,2024-11-02,16825,Bank Transfer
PAY02604,INV03046,2024-07-22,9019,Bank Transfer
PAY02605,INV03047,2025-06-29,3250,Card
PAY02606,INV03048,2025-10-04,39305,Card
PAY02607,INV03049,2024-04-25,19593,Cheque
PAY02608,INV03050,2024-08-06,7287,UPI
PAY02609,INV03051,2025-01-15,39702,Card
PAY02610,INV03052,2024-07-21,8509,Cheque
PAY02611,INV03053,2025-09-10,12413,UPI
PAY02612,INV03054,2024-07-19,25120,UPI
PAY02613,INV03055,2024-11-29,42839,Cheque
PAY02614,INV03057,2024-11-18,20294,UPI
PAY02615,INV03058,2025-07-31,33829,Bank Transfer
PAY02616,INV03059,2025-05-23,11392,Card
PAY02617,INV03060,2025-08-17,23395,Cheque
PAY02618,INV03061,2026-02-06,33060,Cheque
PAY02619,INV03062,2025-06-14,43618,UPI
PAY02620,INV03063,2024-10-21,12623,Card
PAY02621,INV03064,2024-07-04,24007,Card
PAY02622,INV03065,2025-04-16,36068,Cheque
PAY02623,INV03066,2025-12-05,38032,Cheque
PAY02624,INV03067,2024-11-24,5175,Cheque
PAY02625,INV03068,2024-09-09,21323,Card
PAY02626,INV03069,2025-04-10,30861,Card
PAY02627,INV03070,2025-12-04,19941,Bank Transfer
PAY02628,INV03071,2025-03-11,22469,Bank Transfer
PAY02629,INV03072,2026-01-22,22758,Bank Transfer
PAY02630,INV03073,2026-01-31,3150,Cheque
PAY02631,INV03074,2024-06-28,42598,Bank Transfer
PAY02632,INV03075,2024-08-07,24886,Bank Transfer
PAY02633,INV03077,2025-04-27,15912,Bank Transfer
PAY02634,INV03078,2025-10-03,35289,Bank Transfer
PAY02635,INV03079,2025-01-19,49657,Bank Transfer
PAY02636,INV03080,2025-03-14,32152,Card
PAY02637,INV03082,2025-02-12,25909,Card
PAY02638,INV03083,2025-01-16,8282,Cheque
PAY02639,INV03084,2025-12-30,7826,Card
PAY02640,INV03085,2024-06-08,5421,UPI
PAY02641,INV03086,2024-04-01,19133,Cheque
PAY02642,INV03087,2024-06-21,48520,Bank Transfer
PAY02643,INV03088,2025-07-17,29762,UPI
PAY02644,INV03089,2026-03-05,6826,Cheque
PAY02645,INV03090,2025-08-22,4236,Card
PAY02646,INV03091,2024-05-01,45601,Bank Transfer
PAY02647,INV03092,2024-03-05,13391,UPI
PAY02648,INV03094,2025-01-30,3541,UPI
PAY02649,INV03095,2025-07-28,36533,Cheque
PAY02650,INV03096,2025-06-02,11701,Bank Transfer
PAY02651,INV03097,2025-05-11,35495,Card
PAY02652,INV03098,2025-05-06,15385,Cheque
PAY02653,INV03099,2025-08-04,25755,Cheque
PAY02654,INV03100,2025-06-25,49454,Bank Transfer
PAY02655,INV03102,2024-08-21,30310,UPI
PAY02656,INV03103,2024-06-12,5374,Cheque
PAY02657,INV03104,2024-11-25,40396,Cheque
PAY02658,INV03105,2024-08-08,48811,Card
PAY02659,INV03106,2026-03-21,46395,Card
PAY02660,INV03107,2024-07-11,3347,UPI
PAY02661,INV03108,2025-10-01,911,Bank Transfer
PAY02662,INV03110,2024-06-30,40260,Bank Transfer
PAY02663,INV03111,2025-08-30,7752,Card
PAY02664,INV03112,2025-09-12,16684,UPI
PAY02665,INV03113,2025-07-18,48631,Cheque
PAY02666,INV03114,2025-03-26,24659,Card
PAY02667,INV03115,2024-08-23,23693,Cheque
PAY02668,INV03116,2025-05-20,20688,Cheque
PAY02669,INV03117,2025-01-05,39975,Bank Transfer
PAY02670,INV03119,2025-10-24,29666,Cheque
PAY02671,INV03120,2025-11-07,28225,Bank Transfer
PAY02672,INV03121,2025-05-19,41049,Bank Transfer
PAY02673,INV03122,2025-10-27,20619,UPI
PAY02674,INV03124,2025-04-23,2260,UPI
PAY02675,INV03125,2025-04-19,16394,UPI
PAY02676,INV03126,2025-05-12,38610,Bank Transfer
PAY02677,INV03127,2025-01-07,35476,UPI
PAY02678,INV03128,2025-10-16,43942,Bank Transfer
PAY02679,INV03129,2024-07-12,2557,Card
PAY02680,INV03130,2025-03-10,19497,Bank Transfer
PAY02681,INV03131,2025-08-06,18231,UPI
PAY02682,INV03132,2024-05-30,535,Cheque
PAY02683,INV03133,2026-01-03,22119,Cheque
PAY02684,INV03134,2025-11-01,31546,UPI
PAY02685,INV03135,2024-10-02,5846,Bank Transfer
PAY02686,INV03136,2024-02-04,3509,Card
PAY02687,INV03137,2025-10-24,23823,UPI
PAY02688,INV03138,2024-12-11,37066,Cheque
PAY02689,INV03140,2025-05-12,37821,Bank Transfer
PAY02690,INV03141,2024-08-05,31439,Bank Transfer
PAY02691,INV03142,2024-07-12,49659,Bank Transfer
PAY02692,INV03143,2024-10-04,19874,Cheque
PAY02693,INV03144,2025-10-23,26281,UPI
PAY02694,INV03146,2024-07-20,3030,Bank Transfer
PAY02695,INV03147,2025-03-13,39648,Cheque
PAY02696,INV03148,2025-04-28,5136,Bank Transfer
